 ,Label,Area,Mean,Min,Max,X,Y,BiologicalReplicate,CellArea,CellMean,CellTotalFluorescence,CellMin,CellMax,CellStd,X_PoleDim,Y_PoleDim,AreaPoleDim,MeanPoleDim,TotalFluorescencePoleDim,MinPoleDim,MaxPoleDim,StdPoleDim,Nb_Pili_PoleDim,Nb_Flagella_PoleDim,X_PoleBright,Y_PoleBright,AreaPoleBright,MeanPoleBright,TotalFluorescencePoleBright,MinPoleBright,MaxPoleBright,StdPoleBright,Nb_Pili_PoleBright,Nb_Flagella_PoleBright,PolarRatio,Strain,Growth
1,pilB_mNG_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,623,255,255,255,29.6878,26.9366,1,708,186.59322,132108.0,117,263,31.38511,286.72515,260.93417,137,168.41606000000004,23073.0,81,263,45.10097,2,0,319.59217,230.40783,137,176.74453,24214.0,115,234,33.740359999999995,0,0,0.88303,pilB_mNG_fliC-,Liquid
2,pilB_mNG_fliC-_liq_Gasket_0_event10_tirf_RAW_Stack.tif,646,255,255,255,29.3483,29.6192,1,738,124.84011,92132.0,61,187,28.28507,186.06647,350.01525,137,111.38686,15260.0,43,170,32.75,0,0,152.45604,388.44269,137,121.14599,16597.0,57,174,33.33465,0,0,0.89502,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_Gasket_0_event11_tirf_RAW_Stack.tif,519,255,255,255,18.57129,28.12813,1,594,111.10774,65998.0,65,242,28.89824,59.41489,337.42635,97,91.95876,8920.0,45,129,22.66142,0,0,41.02064,299.84954,97,133.85567,12984.0,60,242,53.30865,1,0,1.02424,pilB_mNG_fliC-,Liquid
2,pilB_mNG_fliC-_liq_Gasket_0_event11_tirf_RAW_Stack.tif,508,255,255,255,28.71654,11.49606,1,571,104.93695,59919.0,59,148,18.40813,144.4383,275.44156,156,96.79487,15100.0,38,139,26.33328,1,0,110.5324,271.83392000000003,156,98.26923,15330.0,47,148,25.62618,0,0,0.85662,pilB_mNG_fliC-,Liquid
3,pilB_mNG_fliC-_liq_Gasket_0_event11_tirf_RAW_Stack.tif,795,255,255,255,33.67484,35.74906,1,898,162.96771,146345.0,101,229,29.97483,244.34856,149.74306,177,135.59887,24001.0,68,185,30.75938,0,0,283.57036,191.38912,177,144.0791,25502.0,74,200,38.76055,0,0,0.7855300000000001,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_Gasket_0_event12_tirf_RAW_Stack.tif,440,255,255,255,27.27955,19.15455,1,502,139.11952,69838.0,77,194,28.11648,449.31211,231.17244,97,121.15464,11752.0,68,167,27.9204,0,0,418.73638,244.93542,97,136.06186,13198.0,81,194,31.90573,0,0,0.88245,pilB_mNG_fliC-,Liquid
1,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,578,255,255,255,31.38235,15.22664,1,649,131.74576000000002,85503.0,77,248,26.18992,460.69073,228.27235,208,115.18269,23958.0,47,163,34.91045,0,0,421.35396,219.52629,208,125.98077,26204.0,63,248,42.47795,1,0,0.79498,pilB_mNG_fliC-,Liquid
2,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,632,255,255,255,34.54589,27.53006,1,722,131.5374,94970.0,61,277,33.08644,401.3896,388.99422,137,112.27737,15382.0,49,162,27.53867,0,0,443.93079000000006,415.49055,137,140.52555,19252.0,53,277,59.29538,2,0,0.93854,pilB_mNG_fliC-,Liquid
3,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,573,255,255,255,34.749559999999995,11.36911,1,646,97.1904,62785.0,55,181,20.14227,71.64967,250.60532,112,88.25,9884.0,47,116,17.747729999999994,0,0,115.41299,256.96537,112,103.16964,11555.0,52,181,35.50584,0,0,0.97687,pilB_mNG_fliC-,Liquid
4,pilB_mNG_fliC-_liq_Gasket_0_event13_tirf_RAW_Stack.tif,652,255,255,255,39.15337,20.01994,1,735,129.85306,95442.0,67,187,26.12932,155.07296000000005,208.65605,156,113.63462,17727.0,63,146,24.28489,0,0,201.65535,194.45615,156,124.94231,19491.0,65,180,32.8844,0,0,0.86664,pilB_mNG_fliC-,Liquid
